"product","province","period","price","year"
"K",35,"2018-10-20",58.9,"2018-01-01"
"K",12,"2018-07-19",40.78,"2018-01-01"
"K",35,"2019-01-09",87.27,"2018-01-01"
"K",24,"2018-01-28",43.29,"2018-01-01"
"K",13,"2018-11-12",42.31,"2018-01-01"
"K",11,"2018-07-08",31.39,"2018-01-01"
"K",11,"2018-04-09",36.6,"2018-01-01"
"K",48,"2018-11-25",101.75,"2018-01-01"
"K",13,"2018-01-08",30.99,"2018-01-01"
"K",11,"2018-01-06",33.72,"2018-01-01"
"K",11,"2018-10-16",30,"2018-01-01"
"K",47,"2018-12-04",69.8,"2018-01-01"
"K",13,"2018-05-18",36.07,"2018-01-01"
"K",24,"2019-01-13",42.97,"2018-01-01"
"K",24,"2018-04-25",62.39,"2018-01-01"
"K",46,"2018-11-05",75.57,"2018-01-01"
"K",12,"2018-10-18",35.4,"2018-01-01"
"K",35,"2018-06-22",84.66,"2018-01-01"
"K",48,"2018-08-25",76.2,"2018-01-01"
"K",11,"2018-12-26",30.17,"2018-01-01"
"K",35,"2018-03-24",84.26,"2018-01-01"
"K",11,"2018-11-26",33.69,"2018-01-01"
"K",24,"2018-11-27",64.03,"2018-01-01"
"K",24,"2018-03-05",58.22,"2018-01-01"
"K",48,"2018-01-16",67.21,"2018-01-01"
"K",46,"2018-05-30",72.18,"2018-01-01"
"K",59,"2018-03-29",117.87,"2018-01-01"
"K",48,"2018-01-13",110.34,"2018-01-01"
"K",10,"2018-08-10",30.02,"2018-01-01"
"K",11,"2018-09-04",38.75,"2018-01-01"
"K",11,"2018-12-14",30.52,"2018-01-01"
"K",47,"2018-07-29",101.31,"2018-01-01"
"K",12,"2018-05-24",31.93,"2018-01-01"
"K",13,"2018-08-30",36.68,"2018-01-01"
"K",12,"2018-03-04",30.44,"2018-01-01"
"K",11,"2018-07-21",33.99,"2018-01-01"
"K",35,"2018-11-20",75.34,"2018-01-01"
"K",47,"2018-04-20",73.02,"2018-01-01"
"K",47,"2018-10-03",76.26,"2018-01-01"
"K",47,"2018-02-24",105.91,"2018-01-01"
"K",35,"2018-01-05",54.1,"2018-01-01"
"K",11,"2018-09-09",30.37,"2018-01-01"
"K",12,"2018-03-03",39.56,"2018-01-01"
"K",24,"2018-09-05",53.26,"2018-01-01"
"K",13,"2018-04-30",36.21,"2018-01-01"
"K",47,"2018-06-03",101.39,"2018-01-01"
"K",46,"2018-12-11",89.18,"2018-01-01"
"K",35,"2018-02-24",82.78,"2018-01-01"
"K",59,"2018-02-01",105.78,"2018-01-01"
"K",13,"2018-03-22",40.11,"2018-01-01"
"K",11,"2019-01-20",29.58,"2018-01-01"
"K",47,"2018-05-09",90.12,"2018-01-01"
"K",11,"2018-02-15",36.03,"2018-01-01"
"K",48,"2018-01-28",89.82,"2018-01-01"
"K",13,"2018-09-06",39.21,"2018-01-01"
"K",10,"2019-01-22",32.48,"2018-01-01"
"K",11,"2018-04-22",37.39,"2018-01-01"
"K",11,"2018-03-02",33.18,"2018-01-01"
"K",12,"2018-11-01",33.74,"2018-01-01"
"K",48,"2018-06-29",112.28,"2018-01-01"
"K",47,"2018-01-20",107.24,"2018-01-01"
"K",10,"2018-08-23",33.59,"2018-01-01"
"K",10,"2018-05-05",32.98,"2018-01-01"
"K",24,"2018-02-16",54.13,"2018-01-01"
"K",13,"2018-03-12",43.09,"2018-01-01"
"K",12,"2018-07-16",38.67,"2018-01-01"
"K",48,"2018-04-05",99.67,"2018-01-01"
"K",47,"2019-01-22",106.4,"2018-01-01"
"K",13,"2018-11-14",31.15,"2018-01-01"
"K",24,"2018-11-18",63.96,"2018-01-01"
"K",48,"2018-04-21",69.11,"2018-01-01"
"K",59,"2018-06-26",80.77,"2018-01-01"
"K",11,"2018-08-03",38.44,"2018-01-01"
"K",59,"2018-04-27",120.76,"2018-01-01"
"K",59,"2018-04-13",78.66,"2018-01-01"
"K",11,"2018-10-09",33.99,"2018-01-01"
"K",46,"2018-09-18",68.73,"2018-01-01"
"K",59,"2018-04-19",82.83,"2018-01-01"
"K",24,"2018-09-08",42.84,"2018-01-01"
"K",47,"2018-06-02",105.29,"2018-01-01"
"K",13,"2018-12-19",37.76,"2018-01-01"
"K",46,"2018-07-14",75.46,"2018-01-01"
"K",35,"2018-05-17",68.94,"2018-01-01"
"K",12,"2018-05-28",40.64,"2018-01-01"
"K",59,"2018-09-14",98.13,"2018-01-01"
"K",48,"2018-03-22",76.04,"2018-01-01"
"K",24,"2018-02-20",55.29,"2018-01-01"
"K",47,"2018-09-22",78.21,"2018-01-01"
"K",13,"2018-01-07",32.05,"2018-01-01"
"K",59,"2018-12-29",102.81,"2018-01-01"
"K",48,"2018-02-05",69.59,"2018-01-01"
"K",47,"2018-08-18",66.39,"2018-01-01"
"K",47,"2019-01-05",96.58,"2018-01-01"
"K",24,"2018-09-13",46.22,"2018-01-01"
"K",24,"2018-04-11",58.41,"2018-01-01"
"K",13,"2018-11-13",42.98,"2018-01-01"
"K",35,"2018-11-02",57.17,"2018-01-01"
"K",35,"2018-10-15",71.26,"2018-01-01"
"K",48,"2018-02-26",72.76,"2018-01-01"
"K",11,"2018-11-20",37.41,"2018-01-01"
"K",59,"2018-02-24",84.56,"2018-01-01"
"K",24,"2018-10-07",46.32,"2018-01-01"
"K",11,"2018-10-02",34.56,"2018-01-01"
"K",24,"2018-02-04",55.57,"2018-01-01"
"K",24,"2018-10-18",52.19,"2018-01-01"
"K",10,"2018-02-27",29.37,"2018-01-01"
"K",11,"2018-10-06",31.49,"2018-01-01"
"K",24,"2018-04-04",62.73,"2018-01-01"
"K",35,"2018-11-07",54.4,"2018-01-01"
"K",35,"2018-10-04",57.23,"2018-01-01"
"K",13,"2018-02-10",41.37,"2018-01-01"
"K",46,"2018-07-26",83.41,"2018-01-01"
"K",46,"2018-08-02",99.67,"2018-01-01"
"K",13,"2018-09-01",35.16,"2018-01-01"
"K",12,"2018-12-20",40.23,"2018-01-01"
"K",47,"2018-07-25",88.02,"2018-01-01"
"K",35,"2018-05-06",78.24,"2018-01-01"
"K",12,"2018-01-18",30.27,"2018-01-01"
"K",48,"2019-01-14",98.41,"2018-01-01"
"K",46,"2018-07-31",89.16,"2018-01-01"
"K",48,"2018-07-31",87.61,"2018-01-01"
"K",24,"2018-12-10",60.95,"2018-01-01"
"K",46,"2018-03-15",82.8,"2018-01-01"
"K",48,"2018-05-05",112.23,"2018-01-01"
"K",13,"2018-10-19",38.39,"2018-01-01"
"K",59,"2018-12-29",114.91,"2018-01-01"
"K",46,"2018-04-24",87.69,"2018-01-01"
"K",46,"2018-09-21",76.84,"2018-01-01"
"K",13,"2018-06-26",40.39,"2018-01-01"
"K",12,"2018-01-04",32.84,"2018-01-01"
"K",12,"2019-01-23",38.43,"2018-01-01"
"K",10,"2018-10-13",36.65,"2018-01-01"
"K",13,"2018-12-12",31.18,"2018-01-01"
"K",46,"2018-11-22",71.85,"2018-01-01"
"K",47,"2018-05-01",107.94,"2018-01-01"
"K",13,"2018-02-26",32.44,"2018-01-01"
"K",59,"2018-02-14",95.64,"2018-01-01"
"K",11,"2018-10-04",39.61,"2018-01-01"
"K",48,"2018-02-19",68.88,"2018-01-01"
"K",11,"2018-06-10",38.38,"2018-01-01"
"K",48,"2018-09-11",77.45,"2018-01-01"
"K",11,"2018-05-02",33.83,"2018-01-01"
"K",48,"2018-02-03",70.59,"2018-01-01"
"K",59,"2018-08-29",101.26,"2018-01-01"
"K",47,"2019-01-23",67,"2018-01-01"
"K",24,"2018-02-18",61.7,"2018-01-01"
"K",59,"2018-03-20",103.32,"2018-01-01"
"K",10,"2018-07-26",30.29,"2018-01-01"
"K",11,"2018-10-29",33.94,"2018-01-01"
"K",48,"2018-11-11",109.69,"2018-01-01"
"K",35,"2018-05-24",62.66,"2018-01-01"
"K",48,"2018-11-23",109.26,"2018-01-01"
"K",11,"2018-07-01",33.54,"2018-01-01"
"K",47,"2018-04-25",68.58,"2018-01-01"
"K",10,"2018-03-17",36.85,"2018-01-01"
"K",10,"2018-08-16",34.5,"2018-01-01"
"K",46,"2018-04-20",95.8,"2018-01-01"
"K",47,"2018-08-22",108.64,"2018-01-01"
"K",46,"2018-07-11",74.18,"2018-01-01"
"K",24,"2018-02-25",63.33,"2018-01-01"
"K",11,"2018-10-03",34.6,"2018-01-01"
"K",59,"2018-03-30",84.59,"2018-01-01"
"K",59,"2018-12-16",103.69,"2018-01-01"
"K",11,"2018-12-28",29.67,"2018-01-01"
"K",11,"2018-08-02",35.16,"2018-01-01"
"K",48,"2018-06-10",82.62,"2018-01-01"
"K",46,"2018-02-16",104.02,"2018-01-01"
"K",59,"2018-07-07",85.22,"2018-01-01"
"K",12,"2018-10-24",39.8,"2018-01-01"
"K",47,"2018-07-27",80.56,"2018-01-01"
"K",46,"2018-12-18",86.66,"2018-01-01"
"K",11,"2018-08-13",36.8,"2018-01-01"
"K",46,"2018-10-10",66.56,"2018-01-01"
"K",10,"2018-06-27",33.13,"2018-01-01"
"K",46,"2018-10-17",94.97,"2018-01-01"
"K",11,"2018-02-23",34.66,"2018-01-01"
"K",59,"2018-08-10",87.37,"2018-01-01"
"K",59,"2018-10-05",90.31,"2018-01-01"
"K",35,"2018-02-06",57.99,"2018-01-01"
"K",59,"2018-10-11",123.72,"2018-01-01"
"K",13,"2018-02-15",36,"2018-01-01"
"K",13,"2018-07-16",42.54,"2018-01-01"
"K",11,"2018-08-22",35.16,"2018-01-01"
"K",48,"2018-02-28",96.52,"2018-01-01"
"K",12,"2018-12-14",36.15,"2018-01-01"
"K",10,"2018-10-11",35.27,"2018-01-01"
"K",59,"2018-04-12",118.47,"2018-01-01"
"K",12,"2018-08-22",40.35,"2018-01-01"
"K",13,"2018-09-09",33.04,"2018-01-01"
"K",48,"2018-06-16",109.91,"2018-01-01"
"K",12,"2018-11-19",33.73,"2018-01-01"
"K",48,"2018-08-20",77.43,"2018-01-01"
"K",12,"2018-04-11",38.33,"2018-01-01"
"K",46,"2018-02-05",97.96,"2018-01-01"
"K",35,"2018-10-18",56.58,"2018-01-01"
"K",47,"2018-11-11",84.36,"2018-01-01"
"K",12,"2019-01-26",39.98,"2018-01-01"
"K",24,"2018-04-19",52.5,"2018-01-01"
"K",47,"2018-12-25",91.74,"2018-01-01"
"K",46,"2018-07-05",76.84,"2018-01-01"
"K",59,"2018-07-01",95.81,"2018-01-01"
"K",48,"2018-04-24",109.05,"2018-01-01"
"K",59,"2018-07-26",102.66,"2018-01-01"
"K",11,"2018-03-23",38.77,"2018-01-01"
"K",24,"2018-07-24",58.36,"2018-01-01"
"K",12,"2018-01-06",29.96,"2018-01-01"
"K",10,"2018-03-21",29.1,"2018-01-01"
"K",13,"2018-06-07",43.55,"2018-01-01"
"K",46,"2018-08-12",69.97,"2018-01-01"
"K",11,"2018-09-25",29.58,"2018-01-01"
"K",46,"2018-11-30",87.92,"2018-01-01"
"K",12,"2018-08-14",36.76,"2018-01-01"
"K",12,"2019-01-24",32.06,"2018-01-01"
"K",24,"2019-01-30",63.03,"2018-01-01"
"K",12,"2018-11-20",30.39,"2018-01-01"
"K",11,"2018-08-05",30.34,"2018-01-01"
"K",12,"2018-04-13",31.14,"2018-01-01"
"K",46,"2018-09-04",63.91,"2018-01-01"
"K",11,"2018-02-01",37.69,"2018-01-01"
"K",47,"2018-10-05",84.91,"2018-01-01"
"K",10,"2018-09-08",28.17,"2018-01-01"
"K",13,"2018-12-09",41.02,"2018-01-01"
"K",48,"2018-09-13",81.95,"2018-01-01"
"K",12,"2018-02-02",39.91,"2018-01-01"
"K",24,"2018-08-05",53.64,"2018-01-01"
"K",48,"2018-06-08",91.69,"2018-01-01"
"K",24,"2018-09-28",58.05,"2018-01-01"
"K",35,"2018-09-01",70.47,"2018-01-01"
"K",10,"2018-11-11",33.38,"2018-01-01"
"K",12,"2018-07-22",31.89,"2018-01-01"
"K",13,"2018-10-11",32.83,"2018-01-01"
"K",35,"2018-11-28",80.69,"2018-01-01"
"K",11,"2018-01-12",39.21,"2018-01-01"
"K",48,"2018-10-19",109.42,"2018-01-01"
"K",47,"2018-01-27",94.85,"2018-01-01"
"K",13,"2018-10-22",37.75,"2018-01-01"
"K",35,"2018-04-21",86.26,"2018-01-01"
"K",12,"2018-10-25",38.34,"2018-01-01"
"K",48,"2018-07-17",109.94,"2018-01-01"
"K",35,"2018-09-22",57.79,"2018-01-01"
"K",12,"2018-11-23",33.74,"2018-01-01"
"K",13,"2018-08-27",31.71,"2018-01-01"
"K",46,"2018-05-03",66.81,"2018-01-01"
"K",59,"2018-03-23",128.61,"2018-01-01"
"K",10,"2018-04-06",35.11,"2018-01-01"
"K",46,"2018-02-13",85.23,"2018-01-01"
"K",10,"2018-06-07",28.76,"2018-01-01"
"K",46,"2018-11-17",68.67,"2018-01-01"
"K",24,"2018-11-19",51.81,"2018-01-01"
"K",48,"2019-01-02",107.37,"2018-01-01"
"K",24,"2018-08-20",61.88,"2018-01-01"
"K",10,"2018-03-12",32.25,"2018-01-01"
"K",35,"2018-01-02",84.49,"2018-01-01"
"K",48,"2018-04-28",83.01,"2018-01-01"
"K",48,"2018-02-11",76,"2018-01-01"
"K",13,"2018-12-04",34.58,"2018-01-01"
"K",35,"2018-12-24",64.22,"2018-01-01"
"K",13,"2018-12-18",42.63,"2018-01-01"
"K",24,"2018-06-12",52.23,"2018-01-01"
"K",48,"2018-07-09",98.96,"2018-01-01"
"K",35,"2018-11-07",85.51,"2018-01-01"
"K",12,"2018-02-24",31.07,"2018-01-01"
"K",11,"2018-10-24",38.8,"2018-01-01"
"K",48,"2018-01-10",72.71,"2018-01-01"
"K",48,"2018-12-08",103.22,"2018-01-01"
"K",12,"2018-07-12",31.34,"2018-01-01"
"K",13,"2018-04-07",31.55,"2018-01-01"
"K",11,"2018-12-20",34.15,"2018-01-01"
"K",47,"2018-08-27",92.19,"2018-01-01"
"K",10,"2018-01-21",33.98,"2018-01-01"
"K",35,"2018-10-02",59.05,"2018-01-01"
"K",35,"2018-04-09",64.97,"2018-01-01"
"K",24,"2018-01-24",62.66,"2018-01-01"
"K",35,"2018-03-26",54.18,"2018-01-01"
"K",47,"2018-10-18",71.59,"2018-01-01"
"K",13,"2018-12-20",32.52,"2018-01-01"
"K",24,"2018-03-08",42.52,"2018-01-01"
"K",24,"2018-09-08",60.52,"2018-01-01"
"K",10,"2018-04-07",36.25,"2018-01-01"
"K",10,"2018-10-10",32.76,"2018-01-01"
"K",11,"2018-05-15",36.71,"2018-01-01"
"K",10,"2018-07-24",28.34,"2018-01-01"
"K",12,"2019-01-12",36.41,"2018-01-01"
"K",12,"2018-08-04",37.87,"2018-01-01"
"K",11,"2018-12-11",34.44,"2018-01-01"
"K",12,"2018-05-28",36.31,"2018-01-01"
"K",12,"2018-01-16",35.02,"2018-01-01"
"K",46,"2018-08-26",74.3,"2018-01-01"
"K",10,"2018-12-24",29.44,"2018-01-01"
"K",35,"2018-05-13",67.26,"2018-01-01"
"K",12,"2018-12-03",41.51,"2018-01-01"
"K",46,"2018-04-19",90.42,"2018-01-01"
"K",12,"2018-06-21",37.43,"2018-01-01"
"K",10,"2018-03-16",32.93,"2018-01-01"
"K",47,"2018-09-11",89.36,"2018-01-01"
"K",48,"2018-05-12",79.27,"2018-01-01"
"K",13,"2019-01-16",31.21,"2018-01-01"
"K",10,"2019-01-23",37.13,"2018-01-01"
"K",46,"2018-11-11",70.4,"2018-01-01"
"K",12,"2018-10-12",33.7,"2018-01-01"
"K",11,"2018-12-04",29.63,"2018-01-01"
"K",24,"2018-06-01",62.83,"2018-01-01"
"K",24,"2018-09-13",47.62,"2018-01-01"
"K",48,"2018-07-03",100.5,"2018-01-01"
"K",47,"2018-07-25",86.88,"2018-01-01"
"K",24,"2018-03-12",42.66,"2018-01-01"
"K",13,"2018-01-30",41.46,"2018-01-01"
"K",10,"2019-01-26",32.45,"2018-01-01"
"K",47,"2018-07-25",86.59,"2018-01-01"
"K",48,"2018-05-22",83.03,"2018-01-01"
"K",24,"2018-06-05",55.4,"2018-01-01"
"K",12,"2019-01-16",33.33,"2018-01-01"
"K",46,"2018-04-13",83.84,"2018-01-01"
"K",59,"2019-01-31",81.87,"2018-01-01"
"K",48,"2019-01-19",67.58,"2018-01-01"
"K",47,"2018-08-12",96.44,"2018-01-01"
"K",13,"2019-01-08",39.99,"2018-01-01"
"K",11,"2018-11-08",31.34,"2018-01-01"
"K",13,"2018-11-27",32.47,"2018-01-01"
"K",24,"2018-06-28",54.35,"2018-01-01"
"K",12,"2018-05-17",31.46,"2018-01-01"
"K",13,"2018-09-12",33.23,"2018-01-01"
"K",11,"2018-10-25",33.83,"2018-01-01"
"K",24,"2018-11-28",43.55,"2018-01-01"
"K",13,"2018-07-08",37.52,"2018-01-01"
"K",10,"2018-05-08",33.49,"2018-01-01"
"K",24,"2018-06-02",52.05,"2018-01-01"
"K",10,"2018-06-10",29.47,"2018-01-01"
"K",12,"2018-12-10",34.1,"2018-01-01"
"K",11,"2018-05-27",29.17,"2018-01-01"
"K",35,"2018-04-06",57.67,"2018-01-01"
"K",59,"2018-08-11",76.91,"2018-01-01"
"K",13,"2019-01-10",41.71,"2018-01-01"
"K",59,"2018-09-22",105.02,"2018-01-01"
"K",35,"2018-05-18",70,"2018-01-01"
"K",46,"2018-03-01",97.21,"2018-01-01"
"K",13,"2018-04-02",31.4,"2018-01-01"
"K",47,"2018-11-15",88.6,"2018-01-01"
"K",10,"2018-10-25",33.36,"2018-01-01"
"K",12,"2018-12-29",37.68,"2018-01-01"
"K",46,"2018-08-29",72.05,"2018-01-01"
"K",46,"2018-09-18",84.75,"2018-01-01"
"K",47,"2018-01-29",71.84,"2018-01-01"
"K",59,"2018-02-26",123.5,"2018-01-01"
"K",24,"2018-12-07",51.88,"2018-01-01"
"K",13,"2018-07-04",34.95,"2018-01-01"
"K",13,"2018-09-07",43.39,"2018-01-01"
"K",35,"2019-01-06",84.69,"2018-01-01"
"K",48,"2019-01-30",96.86,"2018-01-01"
"K",11,"2018-07-30",31.86,"2018-01-01"
"K",59,"2018-10-16",93.05,"2018-01-01"
"K",46,"2019-01-04",96.52,"2018-01-01"
"K",59,"2018-05-26",128.75,"2018-01-01"
"K",13,"2018-03-10",32.86,"2018-01-01"
"K",24,"2018-06-22",63.81,"2018-01-01"
"K",35,"2018-03-02",57.58,"2018-01-01"
"K",10,"2018-11-18",31.08,"2018-01-01"
"K",47,"2018-03-04",67.99,"2018-01-01"
"K",12,"2018-09-18",30.61,"2018-01-01"
"K",12,"2018-01-05",32.46,"2018-01-01"
"K",59,"2018-08-01",119.51,"2018-01-01"
"K",12,"2019-01-02",38.87,"2018-01-01"
"K",24,"2018-11-29",53.16,"2018-01-01"
"K",13,"2018-04-22",32.04,"2018-01-01"
"K",13,"2018-01-23",35.95,"2018-01-01"
"K",48,"2018-10-07",67.93,"2018-01-01"
"K",35,"2018-06-01",82.92,"2018-01-01"
"K",11,"2018-09-05",38,"2018-01-01"
"K",24,"2018-04-16",52.5,"2018-01-01"
"K",24,"2018-09-06",52.94,"2018-01-01"
"K",11,"2018-01-29",32.12,"2018-01-01"
"K",13,"2019-01-08",32.41,"2018-01-01"
"K",12,"2018-11-17",30.85,"2018-01-01"
"K",47,"2018-10-10",108.23,"2018-01-01"
"K",35,"2018-12-07",77.11,"2018-01-01"
"K",12,"2018-01-19",29.97,"2018-01-01"
"K",35,"2018-12-12",59.35,"2018-01-01"
"K",46,"2018-10-16",95.98,"2018-01-01"
"K",59,"2018-04-20",131.71,"2018-01-01"
"K",12,"2018-11-18",40.72,"2018-01-01"
"K",12,"2018-09-04",36.1,"2018-01-01"
"K",46,"2018-10-26",99.62,"2018-01-01"
"K",11,"2018-05-28",30.75,"2018-01-01"
"K",59,"2018-12-14",107.72,"2018-01-01"
"K",46,"2018-09-24",90.63,"2018-01-01"
"K",11,"2018-10-04",33.56,"2018-01-01"
"K",48,"2018-06-20",82.63,"2018-01-01"
"K",35,"2018-04-19",61.17,"2018-01-01"
"K",12,"2018-05-05",30.2,"2018-01-01"
"K",13,"2018-07-10",32.59,"2018-01-01"
"K",12,"2018-03-13",31.11,"2018-01-01"
"K",11,"2018-10-03",28.84,"2018-01-01"
"K",59,"2018-04-01",125.61,"2018-01-01"
"K",11,"2019-01-06",34.16,"2018-01-01"
"K",12,"2018-10-01",34.94,"2018-01-01"
"K",35,"2018-04-23",53.99,"2018-01-01"
"K",10,"2018-05-10",35.47,"2018-01-01"
"K",24,"2019-01-26",50,"2018-01-01"
"K",11,"2018-11-05",34.89,"2018-01-01"
"K",59,"2018-03-10",119.72,"2018-01-01"
"K",24,"2018-11-07",53.97,"2018-01-01"
"K",59,"2018-09-06",87.4,"2018-01-01"
"K",12,"2018-03-30",35.09,"2018-01-01"
"K",11,"2018-02-21",30.28,"2018-01-01"
"K",59,"2018-04-04",101.23,"2018-01-01"
"K",47,"2018-10-26",80.11,"2018-01-01"
"K",11,"2018-06-26",39.38,"2018-01-01"
"K",47,"2018-05-09",107.35,"2018-01-01"
"K",48,"2018-07-28",93.68,"2018-01-01"
"K",13,"2018-02-04",38.95,"2018-01-01"
"K",47,"2018-06-12",89.26,"2018-01-01"
"K",46,"2018-03-23",97.87,"2018-01-01"
"K",46,"2018-01-02",76.18,"2018-01-01"
"K",47,"2018-07-18",98.06,"2018-01-01"
"K",10,"2018-12-25",28.12,"2018-01-01"
"K",12,"2018-05-11",40.71,"2018-01-01"
"K",46,"2018-11-20",78.72,"2018-01-01"
"K",12,"2018-09-14",41.57,"2018-01-01"
"K",12,"2018-10-11",40.4,"2018-01-01"
"K",13,"2018-07-10",40.14,"2018-01-01"
"K",13,"2018-12-28",40.61,"2018-01-01"
"K",10,"2018-03-09",27.94,"2018-01-01"
"K",47,"2018-06-04",69.62,"2018-01-01"
"K",12,"2018-04-06",34.61,"2018-01-01"
"K",12,"2018-07-26",30.27,"2018-01-01"
"K",35,"2018-03-10",82.84,"2018-01-01"
"K",35,"2018-12-22",82.23,"2018-01-01"
"K",35,"2018-12-24",71.41,"2018-01-01"
"K",46,"2018-07-23",75.47,"2018-01-01"
"K",59,"2018-04-10",110.33,"2018-01-01"
"K",12,"2018-08-06",33.63,"2018-01-01"
"K",48,"2019-01-27",71.5,"2018-01-01"
"K",11,"2018-10-18",33.65,"2018-01-01"
"K",35,"2019-01-16",54.12,"2018-01-01"
"K",13,"2018-05-07",39.42,"2018-01-01"
"K",13,"2018-01-06",39.63,"2018-01-01"
"K",48,"2018-11-15",71.78,"2018-01-01"
"K",13,"2018-06-28",42.49,"2018-01-01"
"K",59,"2018-02-01",107.64,"2018-01-01"
"K",11,"2018-08-27",39.65,"2018-01-01"
"K",11,"2018-08-23",33.77,"2018-01-01"
"K",48,"2018-06-05",93.69,"2018-01-01"
"K",13,"2018-05-30",39.03,"2018-01-01"
"K",24,"2019-01-17",52.28,"2018-01-01"
"K",10,"2018-03-11",31.13,"2018-01-01"
"K",12,"2018-10-10",30.35,"2018-01-01"
"K",47,"2018-05-16",64.8,"2018-01-01"
"K",48,"2018-11-19",105.71,"2018-01-01"
"K",12,"2018-03-20",35.35,"2018-01-01"
"K",11,"2019-01-25",29.34,"2018-01-01"
"K",10,"2018-04-10",31,"2018-01-01"
"K",10,"2018-11-16",33.35,"2018-01-01"
"K",46,"2018-08-09",97.37,"2018-01-01"
"K",11,"2018-01-31",29.22,"2018-01-01"
"K",12,"2018-12-27",36.39,"2018-01-01"
"K",59,"2018-05-21",109.28,"2018-01-01"
"K",12,"2018-11-02",32,"2018-01-01"
"K",35,"2018-01-22",80.38,"2018-01-01"
"K",11,"2018-08-18",33.35,"2018-01-01"
"K",47,"2018-05-27",110.28,"2018-01-01"
"K",24,"2019-01-02",55.87,"2018-01-01"
"K",10,"2018-10-30",34.27,"2018-01-01"
"K",11,"2018-06-29",34.56,"2018-01-01"
"K",24,"2018-08-06",54.3,"2018-01-01"
"K",59,"2018-09-12",93.52,"2018-01-01"
"K",12,"2018-09-28",31.51,"2018-01-01"
"K",47,"2018-02-23",79.78,"2018-01-01"
"K",24,"2018-05-15",65.23,"2018-01-01"
"K",48,"2018-08-12",69.06,"2018-01-01"
"K",48,"2018-10-24",108.13,"2018-01-01"
"K",24,"2018-02-22",47.41,"2018-01-01"
"K",24,"2018-10-23",59.23,"2018-01-01"
"K",13,"2019-01-30",37.05,"2018-01-01"
"K",10,"2018-07-23",28.79,"2018-01-01"
"K",24,"2018-07-12",42.78,"2018-01-01"
"K",46,"2018-10-13",88.16,"2018-01-01"
"K",24,"2018-01-03",52.39,"2018-01-01"
"K",12,"2018-08-19",35.34,"2018-01-01"
"K",46,"2018-06-23",80.34,"2018-01-01"
"K",11,"2018-02-18",30.97,"2018-01-01"
"K",48,"2018-12-13",93.3,"2018-01-01"
"K",11,"2018-08-06",38.7,"2018-01-01"
"K",13,"2018-12-03",42.88,"2018-01-01"
"K",47,"2018-12-21",66.52,"2018-01-01"
"K",48,"2018-10-04",98.17,"2018-01-01"
"K",46,"2018-12-03",105.54,"2018-01-01"
"K",13,"2018-05-20",32.61,"2018-01-01"
"K",10,"2018-07-26",29.09,"2018-01-01"
"K",47,"2018-06-19",68.02,"2018-01-01"
"K",35,"2018-02-09",61.1,"2018-01-01"
"K",46,"2018-07-29",104.18,"2018-01-01"
"K",10,"2018-10-29",28.28,"2018-01-01"
"K",11,"2018-09-04",33.48,"2018-01-01"
"K",46,"2018-06-30",79.19,"2018-01-01"
"K",10,"2018-02-11",33.07,"2018-01-01"
"K",46,"2018-12-09",86.65,"2018-01-01"
"K",46,"2018-06-01",97.3,"2018-01-01"
"K",11,"2019-01-23",29.58,"2018-01-01"
"K",59,"2018-03-26",106.43,"2018-01-01"
"K",48,"2018-11-12",104.01,"2018-01-01"
"K",35,"2018-02-02",67.16,"2018-01-01"
"K",11,"2018-02-23",32.16,"2018-01-01"
"K",24,"2018-11-18",65.14,"2018-01-01"
"K",48,"2018-10-23",96.76,"2018-01-01"
"K",24,"2018-11-11",48.66,"2018-01-01"
"K",48,"2018-02-09",111.68,"2018-01-01"
"K",10,"2018-11-24",35.31,"2018-01-01"
"K",11,"2018-09-11",31.82,"2018-01-01"
"K",24,"2018-01-26",42.12,"2018-01-01"
"K",13,"2018-08-09",42.21,"2018-01-01"
"K",13,"2018-03-30",33.78,"2018-01-01"
"K",13,"2018-04-17",40.36,"2018-01-01"
"K",35,"2018-11-02",69.32,"2018-01-01"
"K",48,"2018-03-17",85.54,"2018-01-01"
"K",12,"2018-05-05",30.19,"2018-01-01"
"K",24,"2018-09-13",61.91,"2018-01-01"
"K",46,"2018-06-02",84.5,"2018-01-01"
"K",46,"2018-08-28",75.5,"2018-01-01"
"K",59,"2018-09-16",89.6,"2018-01-01"
"K",35,"2018-01-22",72.54,"2018-01-01"
"K",24,"2018-09-25",44.59,"2018-01-01"
"K",46,"2018-05-11",83.87,"2018-01-01"
"K",12,"2018-10-15",30.82,"2018-01-01"
"K",13,"2018-12-05",42.88,"2018-01-01"
"K",13,"2018-08-31",39.77,"2018-01-01"
"K",13,"2018-01-30",42.69,"2018-01-01"
"K",13,"2018-02-21",42.36,"2018-01-01"
"K",48,"2018-11-10",73.02,"2018-01-01"
"K",59,"2018-10-30",122.74,"2018-01-01"
"K",13,"2018-11-16",32.61,"2018-01-01"
"K",47,"2018-10-13",86.18,"2018-01-01"
"K",35,"2018-06-27",55.18,"2018-01-01"
"K",11,"2018-03-07",34.35,"2018-01-01"
"K",13,"2019-01-03",35.49,"2018-01-01"
"K",47,"2018-01-11",105.86,"2018-01-01"
"K",46,"2018-11-14",85.85,"2018-01-01"
"K",24,"2018-07-22",49.81,"2018-01-01"
"K",59,"2018-10-08",109.26,"2018-01-01"
